"company","company_logo_url","company_url","contract_types","full_description","industry","location","posted_date","salary","title","url"
"BRAINHUB","","https://www.keejob.com/offres-emploi/companies/31421/","CDI, CDD, SIVP","Ariana Ville, Ariana, Tunisie Conducteur de Machine Impression & Finition Entreprise Anonyme•Ben Arous SOFABI recrute : Designer Graphique PROSERVICES TRAINING COMPANY•Ariana Secteur:enseignement / formation / puericulture Taille:Moins de 20 employes Description de l'annonce Imprimerie cherche a recruter un(e) graphic designer ayant pour missions : - Conception des affiches publicitaires / cartes visite / Flyers, etc - Conception des post pour les reseaux sociaux Le (La) candidat(e) doit maitriser : - Autres logiciels de montage videos est un plus * Lieu de Travail : Ariana, Tunis","enseignement / formation / puericulture","Ariana Ville, Ariana","29 mars 2026","700 - 1000 TND","Graphic Designer","https://www.keejob.com/offres-emploi/238547/graphic-designer/"
"EUCCS","","https://www.keejob.com/offres-emploi/companies/29392/","CDI, CDD, SIVP","Tunis, Tunisie Formations professionnelles Technicien Support Materiels ROSE BLANCHE GROUP•Sousse Technicien Informatique Technicien Informatique HELPDESK techniker in deutscher Sprache Technicien informatique Entreprise Anonyme•Ben Arous Secteur:informatique / telecoms Taille:Moins de 20 employes Description de l'annonce Une societe tunisienne cherche des techniciens en informatique (IT help desk) bilingue - Allemand /Anglais. (L'allemand avance est obligatoire (B2/C1) Roles & Responsibilities Experience Level: 1-4 Years Location: Remote or work from home Language: Good Read / Write and Converse skills on Language – German/Anglais. (L'allemand est obligatoire) · Meet established service level metrics for call response, technical support, and customer service. · Provide Help Desk support for End users and Level 1 Support for IT Infrastructure and Applications. · Log Incidents / call tickets into Service Now, monitor incoming customer ticket queues for assignment, follow-up, and resolution. · Use remote tools to troubleshoot and resolve end users laptops, desktops, mobile devices (Apple iPad / iPhone, Android Phones, Blackberry devices and other mobile smart phones). · Follow and complete Help Desk opening and closing checklists. · Research and update Knowledge Base for solutions that can be used to provide first-contact resolution. · Perform installation/ troubleshooting / configuring of MS Outlook Client, MS Office Applications software, Antivirus Software, etc. · Provide follow-up service to end-users to ensure that service provided by the Help Desk has addressed their needs in a timely and efficient manner. · Perform in depth troubleshooting of desktop/ laptop computers, printers, and other directly attached peripherals to identify issues. · Provide / Assist users with basic Level 1 troubleshooting of Business Applications, Share Point Portals, Active Directory, MS Exchange Email, Blackberry, File Server, Print Server, MS Lync, etc. · Provide basic troubleshooting for Networks (LAN, Wireless LAN), User desktop Telephones etc. Previous experience providing remote Help Desk / Service Desk support (this is a must). Good customer care skills. Should have previous working experience in the following: Desktops / Laptops / Peripheral Devices (Printers/scanners, etc.) MS Windows 10 / Windows 11 Desktop Operating System. MS Office Applications – MS Outlook Client Installation, setup, and troubleshooting including PST Files. Basic Trouble shooting skills in networks: LAN, Wireless LAN, Video Conferencing, Audio Conferencing. Mobile Devices (Tablets and Phones): Apple, Android, Microsoft, Blackberry. Active Directory – User Account Management End User Laptop / Desktop – Image configuration and software patch update. Virtual Desktops (VDI). Basic Applications Support: Based on Standard Operating Procedures (SOPs). Experience using a ticketing systems (BMC Remedy or Service Now) ITIL v3 Certification is a plus","informatique / telecoms","Tunis","29 mars 2026","1500 - 1800 TND","IT Helpdesk","https://www.keejob.com/offres-emploi/238546/it-hekpdesk/"
"CML AVOCAT","https://www.keejob.com/media/recruiter/recruiter_24946/logo-24946-20220326-205821.jpg.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/24946/","","Sfax Ville, Sfax, Tunisie Entreprise Anonyme•Ariana Conseiller(ere) en Bourses Universitaires Assistante de Direction Entreprise Anonyme•Nabeul Secteur:droit / fiscalite Taille:Moins de 20 employes Description de l'annonce Missions principalesSupport commercial et client ITContacter les clients existants et prospects pour presenter vos servicesOrganiser des sessions de formation / webinaires sur la protection des donneesRepondre aux questions clients sur vos services et outilsMarketing digitalCreer et publier du contenu sur LinkedIn ou autres reseaux professionnelsPreparer des supports pedagogiques (slides, guides) pour vos formationsData privacySe former rapidement sur les principes RGPD et vos outils internesAssister dans la mise en conformite et la sensibilisation des clientsReportingFaire un suivi regulier des actions menees, interactions clients et formations realiseesProfil rechercheConnaissances de base en informatique / ITCuriosite pour la data privacy et capacite a se former rapidementBon relationnel et capacite a communiquer avec des clients professionnelsOrganisation et autonomie👉Les etudiants souhaitant effectuer une alternance sont egalement les bienvenus. Support commercial et client ITContacter les clients existants et prospects pour presenter vos servicesOrganiser des sessions de formation / webinaires sur la protection des donneesRepondre aux questions clients sur vos services et outilsMarketing digitalCreer et publier du contenu sur LinkedIn ou autres reseaux professionnelsPreparer des supports pedagogiques (slides, guides) pour vos formationsData privacySe former rapidement sur les principes RGPD et vos outils internesAssister dans la mise en conformite et la sensibilisation des clientsReportingFaire un suivi regulier des actions menees, interactions clients et formations realisees Contacter les clients existants et prospects pour presenter vos servicesOrganiser des sessions de formation / webinaires sur la protection des donneesRepondre aux questions clients sur vos services et outils Creer et publier du contenu sur LinkedIn ou autres reseaux professionnelsPreparer des supports pedagogiques (slides, guides) pour vos formations Se former rapidement sur les principes RGPD et vos outils internesAssister dans la mise en conformite et la sensibilisation des clients Faire un suivi regulier des actions menees, interactions clients et formations realisees Connaissances de base en informatique / ITCuriosite pour la data privacy et capacite a se former rapidementBon relationnel et capacite a communiquer avec des clients professionnelsOrganisation et autonomie","droit / fiscalite","Sfax Ville, Sfax","29 mars 2026","","Consultant Marketing & Data Privacy Junior","https://www.keejob.com/offres-emploi/238537/consultant-marketing-data-privacy-junior/"
"MOONSIDE CONSULTING & SERVICES","https://www.keejob.com/media/recruiter/recruiter_20695/logo-20695-20260223-094619.jpg.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/20695/","","Centre ville, Tunis, Tunisie Developpeur (React / Node.js) Consultant Microsoft Dynamics Busines Central SOCIETE MUSL CONSULTING•La Manouba Developpeur Mobile (IOS) Developpeur Full-Stack Technicien Support M365/Intune (H/F) ADVANCIA TELESERVICES•Tunis MOONSIDE CONSULTING & SERVICES Secteur:consulting / etude / strategie Taille:Entre 100 et 200 employes Nous conseillons nos clients Europeens sur leur strategie dans nos domaines d’expertise en intervenant pour leur compte en Europe sur place ou a distance. Quand ils le souhaitent, nous les accompagnons dans l’installation d’equipes de proximite (Nearshore) en Tunisie. Description de l'annonce Description de l'emploiAs Odoo Tech Lead at Moonside, you will own the technical quality and architecture of Odoo implementation, support, and maintenance projects. You will lead and mentor a team of junior and mid level developers and data engineers, guiding them toward technical excellence, regression prevention, and sound architectural decisions.This is a high-impact role that combines technical leadership, deep Odoo expertise, and responsibility for code quality. You’ll work on both complex implementation projects and production support, ensuring solutions are robust, maintainable, and performant.Key Responsibilities1. Technical Leadership & Mentoring• Lead and mentor a team of developers and data engineers on Odoo technical aspects• Conduct rigorous code reviews, pair programming sessions, and establish code quality standards• Guide developers on architectural decisions, module design, and Odoo patterns and best practices• Identify strengths and create personalized development plans for team members2. Code Quality & Regression Prevention• Design and implement an automated testing strategy: unit tests, integration tests, and UAT automation• Establish and maintain CI/CD pipelines to ensure test coverage and reliable deployments• Perform code audits, identify technical debt, and lead refactoring initiatives• Implement processes to detect and prevent regressions3. Odoo Technical Expertise• Deep expertise in the Odoo framework: ORM, APIs, modules, architecture, and complex data models• Design and validate technical solutions: module structure, dependencies, extensibility, and scalability• Optimize queries, improve performance, and manage data integrity in complex migrations and data imports• Master advanced aspects: security, workflows, conditional domains, data constraints, and access control• Contribute to improving technical standards and Odoo methodologies at Moonside• Stay current with Odoo releases and market evolution; actively contribute to team learning4. Implementation & Project Leadership• Participate in defining technical architectures from discovery and proposal phases• Lead technical implementation, validate configurations and custom developments• Manage technical risks, anticipate complex issues, and propose robust solutions• Own the transition to support and maintenanceRequirments• Master’s degree or Engineering diploma in Information Systems or Computer Science• Minimum 5+ years of hands-on Odoo development experience (versions 11 and later)• Proven experience across the full lifecycle: implementation, deployment, and production support• Deep mastery of Odoo data model, ORM, APIs, and advanced mechanisms• Experience developing custom solutions: custom modules, reports, workflows, and integrations• Minimum 2 years of confirmed experience leading or managing development teams• Ability to mentor, give constructive feedback, and develop talent• Experience managing technical projects: estimation, planning, risk management, and delivery• Strong command of Python and understanding of Odoo development patterns.• Solid SQL knowledge and PostgreSQL query optimization skills.• Hands-on experience with testing frameworks (unittest, pytest, or equivalent) and test automation• Practical knowledge of CI/CD tools (Jenkins, GitLab CI, GitHub Actions, or similar).• Understanding of software architecture principles (SOLID, design patterns, etc.).• Excellent communicator in French and English (spoken and written), comfortable with developers, consultants, and stakeholdersNice to have:• Odoo functional certification (any recent version)Mindset & Cultural fitWe are looking for someone aligned with our core values:• Ownership: taking responsibility, driving topics forward, and delivering from start to finish• Pragmatism: prioritizing clarity and meaningful progress over unnecessary complexity• Collaboration: working as one unified team across our locations and integrating seamlessly with clientsWe value autonomy, structured thinking, and a strong sense of accountability. Description de l'emploi As Odoo Tech Lead at Moonside, you will own the technical quality and architecture of Odoo implementation, support, and maintenance projects. You will lead and mentor a team of junior and mid level developers and data engineers, guiding them toward technical excellence, regression pr","","Centre ville, Tunis","23 avril 2026","","Odoo Tech Lead","https://www.keejob.com/offres-emploi/238508/odoo-tech-lead/"
"NATIONAL PEN","https://www.keejob.com/media/recruiter/recruiter_16116/logo-16116-20260323-123309.png.300x300_q85_crop-smart.png","https://www.keejob.com/offres-emploi/companies/16116/","","La Marsa, Tunis, Tunisie Copywriter & Content Creator Developpeur Mobile (IOS) Developpeur(se) Blazor /C#/ NET – ERP Secteur:communication / publicite / media Taille:Plus de 500 employes National Pen is part of the Cimpress Group and specializes in marketing promotional products for small and medium businesses. We provide professionals and individuals all kinds of personalized advertising objects to enable them to develop their image and their activity. Our business is generated by the combination of online marketing, mailing and telemarketing, and most of our customers' orders are produced in our production facility in Ireland. We marketed our products in more than 22 countries in Europe. Description de l'annonce Job Title:Senior Designer – Animation & Video (Hybrid)Location: Tunis, TunisiaReporting to:Global Creative DirectorOverview of Role:We are seeking a highly motivated Senior Designer specializing in animation and video to lead the creation of high-performing visual content for social media, email marketing and beyond. Reporting to the Global Creative Director, the Senior Designer will blend conception, motion design and storytelling to bring campaigns to life across digital channels. You’ll collaborate closely with marketing, brand and product teams to craft engaging, on-brand content that drives results.This is a hybrid role, requiring a combination of in-office collaboration and remote work.Primary responsibilitiesOwn the creative development and execution of motion and video content for social platforms and email campaigns and support additional 360 campaigns.Concept, storyboard, design and animate videos, gifs and motion graphics for marketing initiatives.Translate brand strategy into compelling visual narratives across short-form and long-form formats.Collaborate with copywriters, markets and stakeholders to bring ideas from concept to final deliveryEnsure visual consistency and excellence across all creative output.Stay current with social trends, platform specs and emerging animation stylesManage multiple projects and deliver high-quality creative output under tight deadlines and high-volume production schedulesManage and mentor at least one direct report, providing creative direction, feedback and career development support.Requirements & Qualifications6+ years of experience in motion design, animation and video for digital marketingStrong portfolio showcasing social-first video, animated content and email visualsStrong understanding of branding, typography, design principles, and creative strategyAdvanced skills in Adobe After Effects, Premiere Pro, Photoshop (Cinema 4-D or Blender a plus)Experience designing for performance-driven marketingAbility to work independently and lead projects from start to finishExperience working with cross-functional teams, including marketing and e-commerceExcellent communication and interpersonal skills, with the ability to present ideas clearly and persuasivelyAbility to manage multiple projects and priorities simultaneously, while ensuring high-quality output and meeting deadlinesExperience working with global teams and understanding of cultural nuancesBachelor's degree or equivalent in design, advertising, or a related fieldFluency in EnglishSubmission of an updated resume in English, including a link to the candidate’s most recent portfolio is requiredOur valuesAt Pens.com, we are guided by a set of core values that define our culture and approach to hiring:Customers-First:We are committed to delivering exceptional customer experiences, both internally and externally. By understanding and fulfilling customer needs, we create impactful solutions that leave a lasting impression.Continuous Improvement:We believe in the power of growth and evolution. Through open communication and a culture of innovation, we continuously strive to enhance our business and adapt to changing landscapes.Goal-Oriented:We set clear objectives, remain disciplined in execution, and hold ourselves accountable for achieving measurable goals. Our focus is on driving results and making meaningful progress.Integrity:We prioritize ethics in everything we do, ensuring that our actions are grounded in integrity and responsibility towards our planet, products, and people.People-Centric:We value and respect every member of our team, fostering an environment where diversity is celebrated, contributions are recognized, and growth is encouraged.We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommoda","","La Marsa, Tunis","11 avril 2026","","Senior Designer - Animation & Video (Hybrid)","https://www.keejob.com/offres-emploi/238476/senior-designer-animation-video-hybrid/"
"TOP PROMO VOYAGES","","https://www.keejob.com/offres-emploi/companies/26949/","CDI, SIVP","Monastir, Monastir, Tunisie Graphiste / Photographe (Freelance) POULINA GROUP HOLDING•Tunis Conseiller(ere) Voyages Entreprise Anonyme•Tunis Secteur:tourisme / hotellerie / restauration / loisirs Taille:Moins de 20 employes Description de l'annonce L’AgenceTOP PROMO VOYAGESsise a Monastir, a la recherche d’un Agent de Voyages(infographiste) La candidate doit repondre aux conditions suivantes : • Design graphique : Canva, Photoshop, Illustrator… (Creation des affiches…) • Bonne Maitrise de la langue francaise. • Un profil actif, dynamique, presentable et motive. • Bonne presentation avec un esprit commercial et un sens d’accueil et d’ecoute. • Bonne communication, Ponctualite, organisation et confidentialite. • Maitrise des logiciels informatiques (Word, Excel, et Outlook) et des reseaux sociaux (Meta Business…) • Une experience minimum de 03 mois dans une Agence de Voyages ou une formation (Agence de Voyages) • Maitrise de techniques de vente des produits touristiques. • Maitrise de la langue anglaise. • Tres bon relationnel avec un portefeuille clients. • Bonne Maitrise des plateformes de reservations (hotels, billetterie). • Ligne telephonique illimite vers tous les reseaux avec Internet • Conditions de travail favorable avec des primes de rendement… • Possibilite d’un contrat CIVP ou KARAMA","tourisme / hotellerie / restauration / loisirs","Monastir, Monastir","26 mars 2026","600 - 900 TND","Infographiste","https://www.keejob.com/offres-emploi/238405/agent-de-voyages-infographiste-%C3%A0-monastir/"
"ROSE BLANCHE GROUP","https://www.keejob.com/media/recruiter/recruiter_12393/logo-12393-20190516-091214.jpg.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/12393/","","Sousse Ville, Sousse, Tunisie Developpeur (React / Node.js) Charge(e ) deviation et reclamation client PARTNER RECRUITMENT•Tunis Analyste Reporting & KPI ROSE BLANCHE GROUP•Sousse Consultant Microsoft Dynamics Busines Central SOCIETE MUSL CONSULTING•La Manouba Secteur:agriculture / agro-alimentaire / environnement Taille:Plus de 500 employes Description de l'annonce Envie de rejoindre le leader tunisien de l’agroalimentaire dans le secteur des cereales et derives, fort de plus de 100 ans d’innovation et de croissance continue ? Vous souhaitez dynamiser votre carriere au sein d’un groupe reconnu pour son excellence et son engagement envers ses collaborateurs ?👉 La Rose Blanche Groupe recrute un(e) Analyste Fonctionnel📍Lieu : SousseVotre Mission :Vous serez en charge de recueillir et d’analyser les besoins specifiques des differents metiers, afin de proposer et de mettre en œuvre des solutions IT adaptees qui optimisent les processus tout en garantissant leur efficacite et leur durabilite. Vous participerez egalement a l’evolution des applications et veillerez a ce qu’elles restent alignees avec les objectifs strategiques de l’entreprise.Vos taches :·Analyser les besoins metiers.·Proposer et deployer des solutions IT efficaces.·Optimiser et securiser les processus.·Faire evoluer les applications selon la strategie de l’entreprisVotre Profil :Diplome d’Ingenieur ou Bac+5 en Informatique.Minimum 3 ans d’experience professionnelle.Competences essentielles :Conception et developpement d’applications.Maitrise des techniques logicielles et des systemes d’exploitation.Administration et gestion de l’ordonnancement.Competences avancees en langages de developpement.Gestion des risques lies aux systemes d’information.Redaction de specifications fonctionnelles.Gestion de projets IT.Esprit d’innovation technologique.Excellentes capacites redactionnelles. Envie de rejoindre le leader tunisien de l’agroalimentaire dans le secteur des cereales et derives, fort de plus de 100 ans d’innovation et de croissance continue ? Vous souhaitez dynamiser votre carriere au sein d’un groupe reconnu pour son excellence et son engagement envers ses collaborateurs ? 👉 La Rose Blanche Groupe recrute un(e) Analyste Fonctionnel Vous serez en charge de recueillir et d’analyser les besoins specifiques des differents metiers, afin de proposer et de mettre en œuvre des solutions IT adaptees qui optimisent les processus tout en garantissant leur efficacite et leur durabilite. Vous participerez egalement a l’evolution des applications et veillerez a ce qu’elles restent alignees avec les objectifs strategiques de l’entreprise. ·Analyser les besoins metiers. ·Proposer et deployer des solutions IT efficaces. ·Optimiser et securiser les processus. ·Faire evoluer les applications selon la strategie de l’entrepris Diplome d’Ingenieur ou Bac+5 en Informatique.Minimum 3 ans d’experience professionnelle. Competences essentielles : Conception et developpement d’applications.Maitrise des techniques logicielles et des systemes d’exploitation.Administration et gestion de l’ordonnancement.Competences avancees en langages de developpement.Gestion des risques lies aux systemes d’information.Redaction de specifications fonctionnelles.Gestion de projets IT.Esprit d’innovation technologique.Excellentes capacites redactionnelles.","","Sousse Ville, Sousse","10 avril 2026","","Analyste Fonctionnel (H/F)","https://www.keejob.com/offres-emploi/238375/analyste-fonctionnel-hf/"
"KARTOSA","","https://www.keejob.com/offres-emploi/companies/26747/","Stage/PFE, Saisonnier","La Marsa, Tunis, Tunisie Charge de donnees ERP /(junior intelligent) Entreprise Anonyme•Mahdia Developpeur (React / Node.js) Copywriter & Content Creator Developpeur Full-Stack Designer et Community manager TECH COMPETENCES•Ben Arous Secteur:informatique / telecoms Taille:Entre 20 et 100 employes Description de l'annonce Dans le cadre du developpement de sa presence digitale, KARTOSA recherche un(e) stagiaire motive(e), etudiant(e) en Licence / Master, pour prendre en charge de maniere autonome l'amelioration de sa visibilite en ligne et de son referencement naturel. Acteur reconnu dans l'integration d'ERP SAP HCM (Human Capital Management) et de Cloud SuccessFactors, KARTOSA accompagne ses clients dans la transformation de leurs metiers et dans l'innovation de leurs SIRH. Duree du stage :2-6 mois – a pourvoir immediatement. Details des missions confiees au stagiaire : Developpement et maintenance du site web sous WordPress : personnalisation de themes, gestion des plugins, optimisation des performances. Developpement et maintenance du site web sous WordPress : personnalisation de themes, gestion des plugins, optimisation des performances. Mise en œuvre des techniques de referencement naturel (SEO) : audit SEO, optimisation on-page, amelioration de la structure du site et des balises meta. Mise en œuvre des techniques de referencement naturel (SEO) : audit SEO, optimisation on-page, amelioration de la structure du site et des balises meta. Analyse des performances SEO via des outils dedies (Google Search Console,Claude(Anthropic) etc.) et proposition d'actions correctives. Analyse des performances SEO via des outils dedies (Google Search Console,Claude(Anthropic) etc.) et proposition d'actions correctives. Etudiant(e) Bac +2/+5, en Licence / Master (informatique, developpement web, marketing digital, communication numerique ou equivalent). Etudiant(e) Bac +2/+5, en Licence / Master (informatique, developpement web, marketing digital, communication numerique ou equivalent). Vous avez une maitrise avancee de WordPress (themes, plugins, personnalisation avancee) et etes parfaitement a l'aise avec les outils numeriques. Vous avez une maitrise avancee de WordPress (themes, plugins, personnalisation avancee) et etes parfaitement a l'aise avec les outils numeriques. Vous etes curieux(se), rigoureux(se) et avez envie d'apprendre dans un environnement professionnel stimulant. Vous etes curieux(se), rigoureux(se) et avez envie d'apprendre dans un environnement professionnel stimulant. Une experience concrete (projets personnels, professionnels ou scolaires) sur WordPress et/ou SEO est indispensable. Une experience concrete (projets personnels, professionnels ou scolaires) sur WordPress et/ou SEO est indispensable. Ameliorer la visibilite en ligne et le referencement naturel de KARTOSA, en developpant une strategie de contenu efficace et en optimisant les performances SEO du site web. Integration au sein d'une equipe dynamique et experimentee dans un environnement international. Integration au sein d'une equipe dynamique et experimentee dans un environnement international. Acces a des outils et ressources professionnels pour mener a bien vos missions. Acces a des outils et ressources professionnels pour mener a bien vos missions. Stage valorisant avec un impact concret et mesurable sur les resultats de l'entreprise. Stage valorisant avec un impact concret et mesurable sur les resultats de l'entreprise.","informatique / telecoms","La Marsa, Tunis","26 mars 2026","","Stage PFE Developpeur WordPress & SEO","https://www.keejob.com/offres-emploi/238343/stage-pfe-d%C3%A9veloppeur-wordpress-seo/"
"MOONSIDE CONSULTING & SERVICES","https://www.keejob.com/media/recruiter/recruiter_20695/logo-20695-20260223-094619.jpg.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/20695/","","Centre ville, Tunis, Tunisie Technicien Support Materiels ROSE BLANCHE GROUP•Sousse Technicien Informatique Technicien en informatique Entreprise Anonyme•Tunis Technicien Support M365/Intune (H/F) ADVANCIA TELESERVICES•Tunis Technicien Informatique MOONSIDE CONSULTING & SERVICES Secteur:consulting / etude / strategie Taille:Entre 100 et 200 employes Nous conseillons nos clients Europeens sur leur strategie dans nos domaines d’expertise en intervenant pour leur compte en Europe sur place ou a distance. Quand ils le souhaitent, nous les accompagnons dans l’installation d’equipes de proximite (Nearshore) en Tunisie. Description de l'annonce We are hiring Platform Operations Associate for our client, a fintech platform for startup invest ments and private markets. It helps founders, investors, and investment clubs raise and manage money for startups, private equity, or real estate deals. The company aims to revolutionize the industry by building a social platform that democratizes access to alternative assets across Eu rope (start-ups, private equity, art, crypto-assets, etc.) The role As a Platform Operations Associate based in Tunis, you’ll be the backbone of the client’s deal execution engine owing the back-office and administrative tasks that keep SPVs moving from creation to closing. This is a task-driven role where your velocity and ability to move things for ward without friction will make a real difference. 1. SPV Lifecycle Execution • Generate deal launch documents following a dedicated playbook, ensuring every step is completed on time and correctly. • Manage deal closings end-to-end: coordinate document signatures and oversee fund wire transfers following established processes. • Own KYC and investor onboarding workflows collecting required documents, running compliance checks, sending reminders, and escalating blockers fast. 2. SPV Preparation & Backoffice • Execute incorporation-related administrative tasks for new SPVs, coordinating with notaries, domiciliation partners, and legal counterparts. • Manage ongoing admin tasks throughout the SPV lifecycle document filing, entity tracking, deadline monitoring. • Prepare and maintain SPV data in our backoffice platform, ensuring accuracy and completeness at all times. 3. Banking Operations • Drive the end-to-end creation of bank accounts for new investment vehicles, coordinating directly with banking partners. • Monitor account activity across ongoing deals and escalate any blocking issues without delay. • Track and follow up on pending banking tasks to ensure nothing stalls mid-process. • A Bachelor’s degree in Business, Finance, Law or related fields. • 2 years of experience in an operations, back-office, or administrative role ideally in fintech, legal tech, or VC • Proficiency with platforms such as Front, Zendesk, and Intercom to efficiently sort, prioritize, and resolve tickets. • Fluent in French and English (written and spoken), both are used daily across our operations • Execution-first mindset: you’re judged on velocity, things get done and don’t stay blocked on your watch • Highly structured: you work from checklists, playbooks, and trackers with discipline, and flag deviations immediately • Detail-oriented: meticulous in handling documents, compliance steps, and administrative records in a regulated environment • Understanding of KYC processes, SPVs, and private deals ia strong plus • Deeply autonomous: you identify what needs to move and you make it happen without waiting to be told • Team player: you communicate blockers fast, collaborate across Ops and legal, and keep everyone aligned Mindset & Cultural fit We are looking for someone aligned with our core values: • Ownership: taking responsibility, driving topics forward, and delivering from start to finish • Pragmatism: prioritizing clarity and meaningful progress over unnecessary complexity • Collaboration: working as one unified team across our locations and integrating seamlessly with clients We value autonomy, structured thinking, and a strong sense of accountability. • Exposure to European clients in complex environments. • Entrepreneurial and high-impact environment. • Attractive compensation package. • Dynamic & Collaborative Environment.","","Centre ville, Tunis","10 avril 2026","","Platform Operations Associate","https://www.keejob.com/offres-emploi/238336/platform-operations-associate/"
"","","","","Sfax, Tunisie Charge de donnees ERP /(junior intelligent) Entreprise Anonyme•Mahdia Developpeur (React / Node.js) Developpeur Full-Stack Team Lead – Power Platform Developpeur(se) Blazor /C#/ NET – ERP Secteur:informatique / telecoms Taille:Moins de 20 employes Description de l'annonce Metam Tunisie est une entreprise offrant des services de developpement de logiciel, des solutions WEB, ainsi que des services conseil pour les implementations des ERP. Une organisation dynamique resolument ouverte sur le monde avec des bureaux au Canada et en Tunisie. Les projets s'enchainent et les succes se multiplient.Nous sommes fiers de pouvoir attribuer ces belles reussites a une equipe unie ainsi qu'a la confiance de nos clients et partenaires d'affaires.Dans le but de soutenir une expansion des plus energiques, nous sommes a la recherche d’un Developpeur ERP microsoft dynamics 365 (profil technique et fonctionnel)La personne retenue aura a travailler en etroite collaboration avec nos equipes et partenaires.DESCRIPTION DE L'EMPLOI :Roles et Responsabilites :Participer aux ateliers fonctionnels avec les metiersDevelopper des modules specifiques et des personnalisationsRealiser les parametrages de la solutionRediger les specifications techniquesEffectuer les tests unitaires et participer aux tests d’integrationAssurer la maintenance corrective et evolutiveAccompagner les utilisateurs lors du deploiementRediger la documentation technique et fonctionnelle Metam Tunisie est une entreprise offrant des services de developpement de logiciel, des solutions WEB, ainsi que des services conseil pour les implementations des ERP. Une organisation dynamique resolument ouverte sur le monde avec des bureaux au Canada et en Tunisie. Les projets s'enchainent et les succes se multiplient. Nous sommes fiers de pouvoir attribuer ces belles reussites a une equipe unie ainsi qu'a la confiance de nos clients et partenaires d'affaires.Dans le but de soutenir une expansion des plus energiques, nous sommes a la recherche d’un Developpeur ERP microsoft dynamics 365 (profil technique et fonctionnel) La personne retenue aura a travailler en etroite collaboration avec nos equipes et partenaires. DESCRIPTION DE L'EMPLOI : Roles et Responsabilites : Participer aux ateliers fonctionnels avec les metiers Developper des modules specifiques et des personnalisations Realiser les parametrages de la solution Rediger les specifications techniques Effectuer les tests unitaires et participer aux tests d’integration Assurer la maintenance corrective et evolutive Accompagner les utilisateurs lors du deploiement Rediger la documentation technique et fonctionnelle Diplome universitaire specialite InformatiqueExperience de 2 ans minimumSouci du travail bien fait et respect des echeanciersUn grand sens de l’ethique et du respect de la confidentialiteExcellentes habiletes de communication en francaisEtre capable de discerner les enjeux d’affaires et faire preuve de creativite dans la recherche de solutions;Une grande autonomie et une bonne aptitude pour le travail d’equipe","","Sfax","9 avril 2026","","Developpeur ERP Microsoft Dynamics 365","https://www.keejob.com/offres-emploi/238332/d%C3%A9veloppeur-erp-microsoft-dynamics-365/"
"AMA BUSINESS","https://www.keejob.com/media/recruiter/recruiter_23185/logo-23185-20240202-134848.png.300x300_q85_crop-smart.png","https://www.keejob.com/offres-emploi/companies/23185/","CDI","La Manouba, Tunisie Charge de donnees ERP /(junior intelligent) Entreprise Anonyme•Mahdia Developpeur (React / Node.js) Developpeur Full-Stack Team Lead – Power Platform Developpeur(se) Blazor /C#/ NET – ERP Secteur:informatique / telecoms Taille:Moins de 20 employes Description de l'annonce Developpement de sites web (vitrine, e-commerce, plateformes sur mesure)Integration front-end (HTML5, CSS3, JS)Developpement back-end (PHP, CodeIgniter, Laravel ou equivalent)Integration de CMS (WordPress, Prestashop…)Collaboration avec l’equipe projet pour livrer des produits robustes, modernes et bien concus Diplome en informatique ou equivalentAvec experienceEsprit d’analyse et de resolution de problemesAutonomie et rigueurBon sens de communication et travail en equipeCapacite a gerer les delais et priorites","informatique / telecoms","La Manouba","26 mars 2026","","Developpeur Web","https://www.keejob.com/offres-emploi/238322/d%C3%A9veloppeur-web-polyvalent-exp%C3%A9riment%C3%A9/"
